Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-141405~Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	3	12.5	4.7405219339127736E-4	CDC20, UBE2C, BUB1B	18	21	10882	86.36507936507937	0.0597800078664692	0.00267942544090722	0.001999263598215387
REACTOME_PATHWAY	R-HSA-179409~APC-Cdc20 mediated degradation of Nek2A	3	12.5	7.302901185991373E-4	CDC20, UBE2C, BUB1B	18	26	10882	69.75641025641025	0.09060196498497142	0.003955738142411994	0.00295158922933818
REACTOME_PATHWAY	R-HSA-69275~G2/M Transition	4	16.666666666666664	0.0032478769028945593	CENPF, PLK1, HMMR, GTSE1	18	196	10882	12.337868480725621	0.34486316149964724	0.016711862419715725	0.01246962042086481
REACTOME_PATHWAY	R-HSA-453274~Mitotic G2-G2/M phases	4	16.666666666666664	0.0033423724839431452	CENPF, PLK1, HMMR, GTSE1	18	198	10882	12.213243546576878	0.35288819199277677	0.016711862419715725	0.01246962042086481
REACTOME_PATHWAY	R-HSA-983189~Kinesins	3	12.5	0.003729995624419375	KIF4A, KIF2C, KIF11	18	59	10882	30.74011299435028	0.3847988691705382	0.01795923819164884	0.013400354650691828
REACTOME_PATHWAY	R-HSA-174184~Cdc20:Phospho-APC/C mediated degradation of Cyclin A	3	12.5	0.005656003572335868	CDC20, UBE2C, BUB1B	18	73	10882	24.844748858447485	0.5216285292837873	0.02516708993294032	0.01877852094996316
REACTOME_PATHWAY	R-HSA-174178~APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	3	12.5	0.005807789984524689	CDC20, UBE2C, PLK1	18	74	10882	24.50900900900901	0.531028697776307	0.02516708993294032	0.01877852094996316
REACTOME_PATHWAY	R-HSA-179419~APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	3	12.5	0.005807789984524689	CDC20, UBE2C, BUB1B	18	74	10882	24.50900900900901	0.531028697776307	0.02516708993294032	0.01877852094996316
REACTOME_PATHWAY	R-HSA-176409~APC/C:Cdc20 mediated degradation of mitotic proteins	3	12.5	0.006116954483611952	CDC20, UBE2C, BUB1B	18	76	10882	23.864035087719298	0.5496121417706714	0.02565174460869528	0.01914014790033417
REACTOME_PATHWAY	R-HSA-162582~Signal Transduction	10	41.66666666666667	0.008555652497725181	CDC20, ANLN, CENPF, PLK1, KIF14, CDCA8, BUB1B, KIF2C, NDC80, DLGAP5	18	2579	10882	2.3441471715996727	0.6727464694145042	0.034757338272008546	0.025934321633729454
REACTOME_PATHWAY	R-HSA-176417~Phosphorylation of Emi1	2	8.333333333333332	0.00933888284071091	CDC20, PLK1	18	6	10882	201.5185185185185	0.7046987539033054	0.036789538463406615	0.02745065562269571
REACTOME_PATHWAY	R-HSA-6811434~COPI-dependent Golgi-to-ER retrograde traffic	3	12.5	0.010194694443786852	KIF4A, KIF2C, KIF11	18	99	10882	18.31986531986532	0.736080754862378	0.03897971404977326	0.029084863560215432
REACTOME_PATHWAY	R-HSA-2132295~MHC class II antigen presentation	3	12.5	0.015425675228015573	KIF4A, KIF2C, KIF11	18	123	10882	14.745257452574524	0.8674725579465798	0.057295365132629276	0.042751157060500304
REACTOME_PATHWAY	R-HSA-8856688~Golgi-to-ER retrograde transport	3	12.5	0.017882818055312406	KIF4A, KIF2C, KIF11	18	133	10882	13.63659147869674	0.9042298493456046	0.06457684297751702	0.04818425976014732
REACTOME_PATHWAY	R-HSA-156711~Polo-like kinase mediated events	2	8.333333333333332	0.02472151212233503	CENPF, PLK1	18	16	10882	75.56944444444444	0.9613878630379883	0.08685936691631227	0.06481045069909454
REACTOME_PATHWAY	R-HSA-983231~Factors involved in megakaryocyte development and platelet production	3	12.5	0.02767972790963431	KIF4A, KIF2C, KIF11	18	168	10882	10.795634920634921	0.9739855726987529	0.0936164186283024	0.0698522508226564
REACTOME_PATHWAY	R-HSA-1280218~Adaptive Immune System	5	20.833333333333336	0.028084925588490718	CDC20, UBE2C, KIF4A, KIF2C, KIF11	18	769	10882	3.930790348215576	0.9753576936948811	0.0936164186283024	0.0698522508226564
REACTOME_PATHWAY	R-HSA-176412~Phosphorylation of the APC/C	2	8.333333333333332	0.03081138679897329	UBE2C, PLK1	18	20	10882	60.455555555555556	0.9828967203186619	0.09769464106991531	0.07289523218293681
REACTOME_PATHWAY	R-HSA-176407~Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	2	8.333333333333332	0.03081138679897329	CDC20, UBE2C	18	20	10882	60.455555555555556	0.9828967203186619	0.09769464106991531	0.07289523218293681
REACTOME_PATHWAY	R-HSA-174048~APC/C:Cdc20 mediated degradation of Cyclin B	2	8.333333333333332	0.036865458529535815	CDC20, UBE2C	18	24	10882	50.379629629629626	0.9924263609158543	0.11410737163903943	0.08514165422297557
REACTOME_PATHWAY	R-HSA-6811442~Intra-Golgi and retrograde Golgi-to-ER traffic	3	12.5	0.038835691281198674	KIF4A, KIF2C, KIF11	18	202	10882	8.978547854785479	0.9941964647170689	0.11741022945478669	0.08760609428549468
